;_id;instance;class;frequency;pidspread;pldspread;modifications
124;92851291;tell;place;15;4;14;"[{""_id"":{""$numberLong"":""92851280""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":"""",""frequency"":4.0,""pidspread"":3,""pldspread"":4,""pids"":""p8a;p20a;p43;"",""plds"":""jonospulse.com;klewtv.com;singletrackworld.com;wordpress.com;"",""provids"":""138116661;3443892;342618808;343671862;""},{""_id"":{""$numberLong"":""92851281""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":""separate"",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p20a;"",""plds"":""romanticbug.com;"",""provids"":""271591826;""},{""_id"":{""$numberLong"":""92851282""},""ipremod"":""didnt anyone"",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p20a;"",""plds"":""wordpress.com;"",""provids"":""218500357;""},{""_id"":{""$numberLong"":""92851283""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":""solid second"",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8a;"",""plds"":""talkbass.com;"",""provids"":""87399581;""},{""_id"":{""$numberLong"":""92851284""},""ipremod"":"""",""ipostmod"":""your friend com"",""cpremod"":"""",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p20a;"",""plds"":""theyworkforyou.com;"",""provids"":""453288963;""},{""_id"":{""$numberLong"":""92851285""},""ipremod"":""dont"",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":""for loud music"",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8a;"",""plds"":""issuu.com;"",""provids"":""2181126;""},{""_id"":{""$numberLong"":""92851286""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":""for a jew"",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8a;"",""plds"":""kumah.org;"",""provids"":""153940115;""},{""_id"":{""$numberLong"":""92851287""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":""special"",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8a;"",""plds"":""theohanamama.com;"",""provids"":""441438123;""},{""_id"":{""$numberLong"":""92851288""},""ipremod"":""different perspective"",""ipostmod"":"""",""cpremod"":""gathering"",""cpostmod"":""for dialogue"",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8a;"",""plds"":""wjsu.org;"",""provids"":""294010662;""},{""_id"":{""$numberLong"":""92851289""},""ipremod"":""e-portfolio"",""ipostmod"":""a storyit"",""cpremod"":"""",""cpostmod"":""of organisationit"",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8a;"",""plds"":""google.com;"",""provids"":""181245609;""},{""_id"":{""$numberLong"":""92851290""},""ipremod"":""production"",""ipostmod"":"""",""cpremod"":""gathering"",""cpostmod"":""for dialogue"",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8a;"",""plds"":""wxxi.org;"",""provids"":""350328346;""},{""_id"":{""$numberLong"":""92851291""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":""great"",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8c;"",""plds"":""twincitytimes.com;"",""provids"":""122137681;""}]"
125;167460271;teat;idea;2;2;2;"[{""_id"":{""$numberLong"":""167460270""},""ipremod"":"""",""ipostmod"":""down city hall"",""cpremod"":""constructive"",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p26;"",""plds"":""endoftheamericandream.com;"",""provids"":""239129116;""},{""_id"":{""$numberLong"":""167460271""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":""good"",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8a;"",""plds"":""mumsnet.com;"",""provids"":""46156826;""}]"
126;288516246;team;valentine;2;2;2;"[{""_id"":{""$numberLong"":""288516246""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":"""",""frequency"":2.0,""pidspread"":2,""pldspread"":2,""pids"":""p21d;p8a;"",""plds"":""nbcsports.com;janeheller.com;"",""provids"":""270260476;415135385;""}]"
127;396940537;thibet;tartar;1;1;1;"[{""_id"":{""$numberLong"":""396940537""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p1;"",""plds"":""archive.org;"",""provids"":""306755469;""}]"
128;491588299;tidbit;aide;1;1;1;"[{""_id"":{""$numberLong"":""491588299""},""ipremod"":""use"",""ipostmod"":""of food"",""cpremod"":""training"",""cpostmod"":""if necessary"",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p4;"",""plds"":""poochproblems.com;"",""provids"":""439187067;""}]"
129;233598138;top;moments;1;1;1;"[{""_id"":{""$numberLong"":""233598138""},""ipremod"":"""",""ipostmod"":""of the page"",""cpremod"":""header colorful"",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8a;"",""plds"":""themeforest.net;"",""provids"":""252967059;""}]"
130;382170220;tomorrow;fine;2;2;2;"[{""_id"":{""$numberLong"":""382170220""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":"""",""frequency"":2.0,""pidspread"":2,""pldspread"":2,""pids"":""p25;p8a;"",""plds"":""babysue.com;dodgersdigest.com;"",""provids"":""220482966;2218393;""}]"
131;493033152;toilet;pink;4;2;4;"[{""_id"":{""$numberLong"":""493033149""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":""beautiful light"",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8a;"",""plds"":""naplesplus.us;"",""provids"":""266189559;""},{""_id"":{""$numberLong"":""493033150""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":""peachy"",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8a;"",""plds"":""retrorenovation.com;"",""provids"":""327800072;""},{""_id"":{""$numberLong"":""493033151""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8b;"",""plds"":""dictonary.net;"",""provids"":""117578342;""},{""_id"":{""$numberLong"":""493033152""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":""little"",""cpostmod"":""of pink"",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8a;"",""plds"":""mumsnet.com;"",""provids"":""409675037;""}]"
132;14431636;trouville;candy;1;1;1;"[{""_id"":{""$numberLong"":""14431636""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":""cotton"",""cpostmod"":""pink shade"",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p43;"",""plds"":""phyrra.net;"",""provids"":""337093299;""}]"
133;407964660;truthfulness;cost;1;1;1;"[{""_id"":{""$numberLong"":""407964660""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p3a;"",""plds"":""cnn.com;"",""provids"":""432867349;""}]"
134;420639686;unlock;motivator;2;1;2;"[{""_id"":{""$numberLong"":""420639685""},""ipremod"":""m\u0026a resurgence may"",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":""for initiate merger"",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8a;"",""plds"":""advisorperspectives.com;"",""provids"":""434134097;""},{""_id"":{""$numberLong"":""420639686""},""ipremod"":""permanent"",""ipostmod"":"""",""cpremod"":""great"",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8a;"",""plds"":""activision.com;"",""provids"":""218830877;""}]"
135;199660983;venue;odds;3;3;3;"[{""_id"":{""$numberLong"":""199660983""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":"""",""frequency"":3.0,""pidspread"":3,""pldspread"":3,""pids"":""p7;p5;p1;"",""plds"":""gamingnexus.com;casabona.org;thebudgetsavvybride.com;"",""provids"":""189853166;127309547;352083899;""}]"
136;218064825;venezuelum;however;5;2;5;"[{""_id"":{""$numberLong"":""218064825""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":"""",""frequency"":5.0,""pidspread"":2,""pldspread"":5,""pids"":""p2;p3a;"",""plds"":""venezuelanalysis.com;democraticunderground.com;slideshare.net;zcomm.org;zcommunications.org;"",""provids"":""146055811;30847682;146072990;146058922;146053338;""}]"
137;89573263;your;alena;2;1;2;"[{""_id"":{""$numberLong"":""89573262""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":""slutsister"",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8a;"",""plds"":""bigsexlist.com;"",""provids"":""228591307;""},{""_id"":{""$numberLong"":""89573263""},""ipremod"":""penny"",""ipostmod"":"""",""cpremod"":""slutsister"",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8a;"",""plds"":""lustfulclips.com;"",""provids"":""267119303;""}]"
138;224542410;yodel;shearer;1;1;1;"[{""_id"":{""$numberLong"":""224542410""},""ipremod"":""austrian"",""ipostmod"":"""",""cpremod"":""recordist douglas"",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p3a;"",""plds"":""wikipedia.org;"",""provids"":""235912970;""}]"
